id,Trading Code,Date,Sponsor/Director,Govt,Institute,Foreign,Public
228,MBL1STMF,"Apr 30, 2023",10.0,0.0,49.11,0.0,40.89
228,MBL1STMF,"May 31, 2023",10.0,0.0,50.79,0.0,39.21
229,MEGCONMILK,"Jun 30, 2022",50.0,0.0,0.0,0.0,50.0
229,MEGCONMILK,"Apr 30, 2023",50.0,0.0,0.0,0.0,50.0
229,MEGCONMILK,"May 31, 2023",50.0,0.0,0.0,0.0,50.0
230,MEGHNACEM,"Jun 30, 2022",49.76,0.0,33.46,0.0,16.78
230,MEGHNACEM,"Apr 30, 2023",49.76,0.0,33.82,0.0,16.42
230,MEGHNACEM,"May 31, 2023",49.76,0.0,34.36,0.0,15.88
231,MEGHNAINS,"Dec 31, 2021",30.28,0.0,25.15,0.0,44.57
231,MEGHNAINS,"Apr 30, 2023",30.28,0.0,19.32,0.0,50.4
231,MEGHNAINS,"May 31, 2023",30.41,0.0,30.29,0.0,39.3
232,MEGHNALIFE,"Dec 31, 2021",30.54,0.0,21.39,0.0,48.07
232,MEGHNALIFE,"Apr 30, 2023",30.54,0.0,26.3,0.0,43.16
232,MEGHNALIFE,"May 31, 2023",30.54,0.0,31.86,0.0,37.6
233,MEGHNAPET,"Jun 30, 2022",50.0,0.0,0.0,0.0,50.0
233,MEGHNAPET,"Apr 30, 2023",50.0,0.0,0.0,0.0,50.0
233,MEGHNAPET,"May 31, 2023",50.0,0.0,0.0,0.0,50.0
234,MERCANBANK,"Dec 31, 2021",36.55,0.0,22.42,4.06,36.97
234,MERCANBANK,"Apr 30, 2023",34.36,0.0,24.56,4.02,37.06
234,MERCANBANK,"May 31, 2023",34.36,0.0,24.67,4.02,36.95
235,MERCINS,"Dec 31, 2021",33.52,0.0,29.08,0.0,37.4
235,MERCINS,"Apr 30, 2023",34.56,0.0,30.83,0.0,34.61
235,MERCINS,"May 31, 2023",34.56,0.0,31.37,0.0,34.07
236,METROSPIN,"Jun 30, 2022",30.09,0.0,20.08,0.0,49.83
236,METROSPIN,"Apr 30, 2023",30.09,0.0,14.58,0.0,55.33
236,METROSPIN,"May 31, 2023",30.09,0.0,18.19,0.0,51.72
237,MHSML,"Jun 30, 2022",39.61,0.0,22.04,0.09,38.26
237,MHSML,"Apr 30, 2023",39.61,0.0,26.15,0.04,34.2
237,MHSML,"May 31, 2023",39.61,0.0,26.81,0.04,33.54
238,MIDASFIN,"Dec 31, 2021",41.36,0.0,26.41,0.42,31.82
238,MIDASFIN,"Apr 30, 2023",41.35,0.0,26.55,0.42,31.68
238,MIDASFIN,"May 31, 2023",41.34,0.0,26.6,0.42,31.64
239,MIDLANDBNK,"Dec 31, 2021",78.63,0.0,3.2,0.0,18.17
239,MIDLANDBNK,"Apr 30, 2023",78.63,0.0,6.88,0.0,14.49
239,MIDLANDBNK,"May 31, 2023",78.63,0.0,6.04,0.0,15.33
240,MIRACLEIND,"Jun 30, 2020",30.0,0.0,0.0,0.0,70.0
240,MIRACLEIND,"Apr 30, 2023",30.0,0.0,0.0,0.0,70.0
240,MIRACLEIND,"May 31, 2023",30.0,0.0,0.0,0.0,70.0
241,MIRAKHTER,"Jun 30, 2022",48.58,0.0,4.34,0.0,47.08
241,MIRAKHTER,"Apr 30, 2023",48.58,0.0,3.17,0.0,48.25
241,MIRAKHTER,"May 31, 2023",48.58,0.0,3.14,0.0,48.28
242,MITHUNKNIT,"Jun 30, 2022",17.2,0.0,17.01,0.0,65.79
242,MITHUNKNIT,"Apr 30, 2023",17.2,0.0,16.93,0.0,65.87
242,MITHUNKNIT,"May 31, 2023",17.2,0.0,17.07,0.0,65.73
243,MJLBD,"Jun 30, 2022",71.52,0.0,21.23,0.15,7.1
243,MJLBD,"Apr 30, 2023",71.52,0.0,21.72,0.12,6.64
243,MJLBD,"May 31, 2023",71.52,0.0,21.76,0.12,6.6
244,MLDYEING,"Jun 30, 2022",30.57,0.0,17.24,0.0,52.19
244,MLDYEING,"Apr 30, 2023",30.57,0.0,17.27,0.0,52.16
244,MLDYEING,"May 31, 2023",30.57,0.0,17.26,0.0,52.17
245,MONNOAGML,"Jun 30, 2022",35.66,0.0,4.16,0.09,60.09
245,MONNOAGML,"Apr 30, 2023",35.66,0.0,6.87,0.04,57.43
245,MONNOAGML,"May 31, 2023",35.66,0.0,5.95,0.04,58.35
246,MONNOCERA,"Jun 30, 2022",48.3,0.0,12.24,0.06,39.4
246,MONNOCERA,"Apr 30, 2023",42.47,0.0,12.29,0.16,45.08
246,MONNOCERA,"May 31, 2023",42.47,0.0,12.03,0.17,45.33
247,MONNOFABR,"Jun 30, 2022",40.68,0.0,13.3,1.4,44.62
247,MONNOFABR,"Apr 30, 2023",40.68,0.0,7.96,1.53,49.83
247,MONNOFABR,"May 31, 2023",40.68,0.0,7.95,1.53,49.84
248,MONOSPOOL,"Jun 30, 2022",51.96,0.0,0.35,0.0,47.69
248,MONOSPOOL,"Apr 30, 2023",45.0,0.0,14.97,0.0,40.03
248,MONOSPOOL,"May 31, 2023",45.0,0.0,10.35,0.0,44.65
249,MPETROLEUM,"Jun 30, 2022",0.0,58.67,33.59,0.08,7.66
249,MPETROLEUM,"Apr 30, 2023",0.0,58.67,33.59,0.06,7.68
249,MPETROLEUM,"May 31, 2023",0.0,58.67,33.64,0.06,7.63
250,MTB,"Dec 31, 2021",42.33,0.0,22.84,0.16,34.67
250,MTB,"Apr 30, 2023",36.77,0.0,29.64,0.16,33.43
250,MTB,"May 31, 2023",43.15,0.0,23.37,0.16,33.32
251,NAHEEACP,"Jun 30, 2022",39.58,0.0,13.25,0.0,47.17
251,NAHEEACP,"Apr 30, 2023",39.58,0.0,7.92,0.0,52.5
251,NAHEEACP,"May 31, 2023",39.58,0.0,7.98,0.0,52.44
252,NATLIFEINS,"Dec 31, 2021",53.18,0.0,19.45,0.18,27.19
252,NATLIFEINS,"Apr 30, 2023",55.87,0.0,17.7,0.18,26.25
252,NATLIFEINS,"May 31, 2023",55.87,0.0,17.7,0.18,26.25
253,NAVANACNG,"Jun 30, 2022",42.49,0.0,27.22,0.0,30.29
253,NAVANACNG,"Apr 30, 2023",42.49,0.0,26.82,0.0,30.69
253,NAVANACNG,"May 31, 2023",42.49,0.0,27.56,0.0,29.95
254,NAVANAPHAR,"Jun 30, 2021",35.49,0.0,28.53,10.29,25.69
254,NAVANAPHAR,"Apr 30, 2023",35.49,0.0,11.4,27.73,25.38
254,NAVANAPHAR,"May 31, 2023",35.49,0.0,13.38,27.74,23.39
255,NBL,"Dec 31, 2021",28.48,0.0,23.43,0.86,47.23
255,NBL,"Apr 30, 2023",28.47,0.0,28.4,0.95,42.18
255,NBL,"May 31, 2023",28.47,0.0,28.54,0.95,42.04
256,NCCBANK,"Dec 31, 2021",37.4,0.0,21.98,0.5,40.12
256,NCCBANK,"Apr 30, 2023",37.54,0.0,23.3,0.54,38.62
256,NCCBANK,"May 31, 2023",37.54,0.0,23.21,0.53,38.72
257,NCCBLMF1,"Dec 31, 2022",15.0,0.0,67.46,0.0,17.54
257,NCCBLMF1,"Apr 30, 2023",15.0,0.0,67.4,0.0,17.6
257,NCCBLMF1,"May 31, 2023",15.0,0.0,67.53,0.0,17.47
258,NEWLINE,"Jun 30, 2021",30.82,0.0,26.98,0.0,42.2
258,NEWLINE,"Apr 30, 2023",30.61,0.0,18.3,0.0,51.09
258,NEWLINE,"May 31, 2023",30.61,0.0,18.3,0.0,51.09
259,NFML,"Jun 30, 2022",30.4,0.0,7.31,0.01,62.28
259,NFML,"Apr 30, 2023",30.4,0.0,12.59,0.01,57.0
259,NFML,"May 31, 2023",30.4,0.0,8.3,0.01,61.29
260,NHFIL,"Dec 31, 2022",50.57,9.34,10.19,0.0,29.9
260,NHFIL,"Apr 30, 2023",50.57,9.34,10.58,0.0,29.51
260,NHFIL,"May 31, 2023",50.57,9.34,11.35,0.0,28.74
261,NITOLINS,"Dec 31, 2021",35.0,0.0,9.32,0.0,55.68
261,NITOLINS,"Apr 30, 2023",35.0,0.0,23.98,0.0,41.02
261,NITOLINS,"May 31, 2023",35.0,0.0,23.86,0.0,41.14
262,NORTHERN,"Jun 30, 2020",15.09,0.0,0.0,0.0,84.91
262,NORTHERN,"Dec 31, 2021",15.09,0.0,0.0,0.0,84.91
262,NORTHERN,"Jan 31, 2022",15.09,0.0,0.0,0.0,84.91
263,NORTHRNINS,"Dec 31, 2021",31.55,0.0,18.43,0.0,50.02
263,NORTHRNINS,"Apr 30, 2023",33.56,0.0,22.38,0.0,44.06
263,NORTHRNINS,"May 31, 2023",33.56,0.0,28.56,0.0,37.88
264,NPOLYMER,"Jun 30, 2022",34.66,0.0,13.98,0.0,51.36
264,NPOLYMER,"Apr 30, 2023",34.66,0.0,11.73,0.0,53.61
264,NPOLYMER,"May 31, 2023",34.66,0.0,11.75,0.0,53.59
265,NRBCBANK,"Dec 31, 2021",73.32,0.0,2.7,0.0,23.98
265,NRBCBANK,"Apr 30, 2023",73.49,0.0,2.98,0.0,23.53
265,NRBCBANK,"May 31, 2023",73.49,0.0,2.92,0.0,23.59
266,NTC,"Jun 30, 2022",48.6,4.33,8.55,0.0,38.52
266,NTC,"Apr 30, 2023",44.9,4.33,14.75,0.0,36.02
266,NTC,"May 31, 2023",44.9,4.33,14.75,0.0,36.02
267,NTLTUBES,"Jun 30, 2022",0.05,51.0,6.54,0.0,42.41
267,NTLTUBES,"Apr 30, 2023",0.05,51.0,16.08,0.0,32.87
267,NTLTUBES,"May 31, 2023",0.05,51.0,16.18,0.0,32.77
268,NURANI,"Jun 30, 2020",30.93,0.0,16.81,0.0,52.26
268,NURANI,"Jan 31, 2021",30.93,0.0,17.28,0.0,51.79
268,NURANI,"Feb 28, 2021",30.93,0.0,17.28,0.0,51.79
269,OAL,"Jun 30, 2022",44.43,0.0,5.02,0.0,50.55
269,OAL,"Apr 30, 2023",25.81,0.0,18.48,0.0,55.71
269,OAL,"May 31, 2023",25.81,0.0,18.62,0.0,55.57
270,OIMEX,"Jun 30, 2022",30.01,0.0,28.62,0.0,41.37
270,OIMEX,"Apr 30, 2023",30.01,0.0,31.15,0.0,38.84
270,OIMEX,"May 31, 2023",30.01,0.0,31.27,0.0,38.72
271,OLYMPIC,"Jun 30, 2022",37.34,0.0,20.09,25.66,16.91
271,OLYMPIC,"Apr 30, 2023",40.66,0.0,22.36,23.25,13.73
271,OLYMPIC,"May 31, 2023",40.66,0.0,22.08,23.54,13.72
272,ONEBANKLTD,"Dec 31, 2021",32.06,0.0,21.69,0.22,46.03
272,ONEBANKLTD,"Apr 30, 2023",32.04,0.0,31.72,0.22,36.02
272,ONEBANKLTD,"May 31, 2023",32.04,0.0,31.68,0.22,36.06
273,ORIONINFU,"Jun 30, 2022",40.61,0.0,16.76,0.19,42.44
273,ORIONINFU,"Apr 30, 2023",40.61,0.0,8.24,0.13,51.02
273,ORIONINFU,"May 31, 2023",40.61,0.0,7.51,0.1,51.78
274,ORIONPHARM,"Jun 30, 2022",31.98,0.0,28.65,1.16,38.21
274,ORIONPHARM,"Apr 30, 2023",31.98,0.0,20.39,1.18,46.45
274,ORIONPHARM,"May 31, 2023",31.98,0.0,20.49,1.18,46.35
275,PADMALIFE,"Dec 31, 2021",34.79,0.0,20.63,0.0,44.58
275,PADMALIFE,"Apr 30, 2023",31.56,0.0,17.12,0.0,51.32
275,PADMALIFE,"May 31, 2023",31.56,0.0,20.81,0.0,47.63
276,PADMAOIL,"Jun 30, 2022",2.06,50.35,32.82,0.86,13.91
276,PADMAOIL,"Apr 30, 2023",2.06,50.35,32.0,0.83,14.76
276,PADMAOIL,"May 31, 2023",2.06,50.35,31.97,0.83,14.79
277,PAPERPROC,"Jun 30, 2022",42.03,0.0,0.54,0.0,57.43
277,PAPERPROC,"Apr 30, 2023",35.0,0.0,11.59,0.0,53.41
277,PAPERPROC,"May 31, 2023",35.0,0.0,10.44,0.0,54.56
278,PARAMOUNT,"Dec 31, 2022",48.48,0.0,14.31,0.03,37.18
278,PARAMOUNT,"Apr 30, 2023",48.49,0.0,14.17,0.02,37.32
278,PARAMOUNT,"May 31, 2023",48.49,0.0,12.75,0.02,38.74
279,PBLPBOND,"Dec 31, 2020",0.0,0.0,0.0,0.0,0.0
280,PDL,"Jun 30, 2022",30.12,0.0,12.64,0.0,57.24
280,PDL,"Apr 30, 2023",30.12,0.0,12.78,0.0,57.1
280,PDL,"May 31, 2023",30.12,0.0,12.79,0.0,57.09
281,PENINSULA,"Jun 30, 2022",49.83,0.0,14.66,0.16,35.35
281,PENINSULA,"Apr 30, 2023",49.92,0.0,12.08,0.15,37.85
281,PENINSULA,"May 31, 2023",49.92,0.0,12.02,0.14,37.92
282,PEOPLESINS,"Dec 31, 2021",30.41,0.0,20.41,0.0,49.18
282,PEOPLESINS,"Apr 30, 2023",30.42,0.0,11.86,0.0,57.72
282,PEOPLESINS,"May 31, 2023",30.42,0.0,15.16,0.0,54.42
283,PF1STMF,"Jun 30, 2022",33.33,0.0,13.35,0.01,53.31
283,PF1STMF,"Apr 30, 2023",33.33,0.0,18.54,0.01,48.12
283,PF1STMF,"May 31, 2023",33.33,0.0,26.25,0.01,40.41
284,PHARMAID,"Jun 30, 2022",24.22,0.0,14.95,0.0,60.83
284,PHARMAID,"Apr 30, 2023",23.59,0.0,15.57,0.0,60.84
284,PHARMAID,"May 31, 2023",23.59,0.0,15.57,0.0,60.84
285,PHENIXINS,"Dec 31, 2022",36.02,0.0,7.76,0.0,56.22
285,PHENIXINS,"Apr 30, 2023",36.02,0.0,9.04,0.0,54.94
285,PHENIXINS,"May 31, 2023",36.02,0.0,9.67,0.0,54.31
286,PHOENIXFIN,"Dec 31, 2021",32.6,0.0,27.0,0.0,40.4
286,PHOENIXFIN,"Apr 30, 2023",30.51,0.0,23.81,0.0,45.68
286,PHOENIXFIN,"May 31, 2023",30.51,0.0,23.56,0.0,45.93
287,PHPMF1,"Jun 30, 2022",10.26,0.0,42.4,0.0,47.34
287,PHPMF1,"Apr 30, 2023",0.0,0.0,52.96,0.0,47.04
287,PHPMF1,"May 31, 2023",0.0,0.0,52.97,0.0,47.03
288,PIONEERINS,"Dec 31, 2022",45.62,0.0,24.7,0.0,29.68
288,PIONEERINS,"Apr 30, 2023",45.62,0.0,25.17,0.0,29.21
288,PIONEERINS,"May 31, 2023",45.62,0.0,26.32,0.0,28.06
289,PLFSL,"Dec 31, 2017",29.88,0.0,10.66,1.02,58.44
289,PLFSL,"Apr 30, 2023",23.21,0.0,8.62,0.19,67.98
289,PLFSL,"May 31, 2023",23.21,0.0,8.62,0.19,67.98
290,POPULAR1MF,"Jun 30, 2022",10.0,0.0,27.3,0.0,62.7
290,POPULAR1MF,"Apr 30, 2023",10.0,0.0,20.09,0.0,69.91
290,POPULAR1MF,"May 31, 2023",10.0,0.0,19.97,0.0,70.03
291,POPULARLIF,"Dec 31, 2021",30.01,0.0,10.53,0.0,59.46
291,POPULARLIF,"Apr 30, 2023",23.7,0.0,12.99,0.0,63.31
291,POPULARLIF,"May 31, 2023",23.7,0.0,16.63,0.0,59.67
292,POWERGRID,"Jun 30, 2022",75.0,0.0,15.77,0.19,9.04
292,POWERGRID,"Apr 30, 2023",75.0,0.0,15.84,0.06,9.1
292,POWERGRID,"May 31, 2023",75.0,0.0,15.89,0.06,9.05
293,PRAGATIINS,"Dec 31, 2022",42.07,0.0,24.35,0.0,33.58
293,PRAGATIINS,"Apr 30, 2023",41.94,0.0,19.04,0.0,39.02
293,PRAGATIINS,"May 31, 2023",41.94,0.0,19.41,0.0,38.65
294,PRAGATILIF,"Dec 31, 2021",38.37,0.0,30.7,0.0,30.93
294,PRAGATILIF,"Apr 30, 2023",38.37,0.0,29.33,0.0,32.3
294,PRAGATILIF,"May 31, 2023",38.37,0.0,34.34,0.0,27.29
295,PREBPBOND,"Dec 31, 2021",0.0,0.0,0.0,0.0,0.0
296,PREMIERBAN,"Dec 31, 2021",34.97,0.0,17.88,1.95,45.2
296,PREMIERBAN,"Apr 30, 2023",34.97,0.0,23.82,0.82,40.39
296,PREMIERBAN,"May 31, 2023",34.97,0.0,23.63,0.82,40.58
297,PREMIERCEM,"Jun 30, 2022",47.15,0.0,20.84,0.03,31.98
297,PREMIERCEM,"Apr 30, 2023",47.15,0.0,23.7,0.04,29.11
297,PREMIERCEM,"May 31, 2023",47.15,0.0,22.53,0.03,30.29
298,PREMIERLEA,"Dec 31, 2021",30.0,0.0,24.62,0.0,45.38
298,PREMIERLEA,"Apr 30, 2023",30.0,0.0,24.06,0.0,45.94
298,PREMIERLEA,"May 31, 2023",30.0,0.0,23.93,0.0,46.07
299,PRIME1ICBA,"Jun 30, 2022",20.0,0.0,58.85,1.95,19.2
299,PRIME1ICBA,"Apr 30, 2023",20.0,0.0,58.66,1.95,19.39
299,PRIME1ICBA,"May 31, 2023",20.0,0.0,58.68,1.95,19.37
300,PRIMEBANK,"Dec 31, 2022",39.21,0.0,38.09,0.5,22.2
300,PRIMEBANK,"Apr 30, 2023",39.21,0.0,38.78,0.5,21.51
300,PRIMEBANK,"May 31, 2023",39.21,0.0,38.8,0.5,21.49
301,PRIMEFIN,"Dec 31, 2020",59.14,0.0,12.28,0.01,28.57
301,PRIMEFIN,"Apr 30, 2023",59.14,0.0,7.76,0.01,33.09
301,PRIMEFIN,"May 31, 2023",59.14,0.0,7.74,0.01,33.11
302,PRIMEINSUR,"Dec 31, 2021",30.45,0.0,19.24,0.0,50.31
302,PRIMEINSUR,"Apr 30, 2023",30.04,0.0,25.27,0.0,44.69
302,PRIMEINSUR,"May 31, 2023",30.04,0.0,25.26,0.0,44.7
303,PRIMELIFE,"Dec 31, 2021",36.08,0.0,39.7,0.09,24.13
303,PRIMELIFE,"Apr 30, 2023",34.08,0.0,41.57,0.06,24.29
303,PRIMELIFE,"May 31, 2023",36.08,0.0,39.87,0.04,24.01
304,PRIMETEX,"Jun 30, 2022",50.0,0.0,13.98,0.25,35.77
304,PRIMETEX,"Apr 30, 2023",50.0,0.0,4.65,0.25,45.1
304,PRIMETEX,"May 31, 2023",50.0,0.0,4.65,0.25,45.1
305,PROGRESLIF,"Dec 31, 2019",39.49,0.0,18.51,0.0,42.0
305,PROGRESLIF,"Apr 30, 2023",38.82,0.0,10.75,0.0,50.43
305,PROGRESLIF,"May 31, 2023",38.82,0.0,10.75,0.0,50.43
306,PROVATIINS,"Dec 31, 2021",30.03,0.0,23.48,0.0,46.49
306,PROVATIINS,"Apr 30, 2023",30.03,0.0,13.69,0.0,56.28
306,PROVATIINS,"May 31, 2023",30.03,0.0,18.68,0.0,51.29
307,PTL,"Jun 30, 2022",60.95,0.0,9.26,4.1,25.69
307,PTL,"Apr 30, 2023",60.95,0.0,9.42,4.38,25.25
307,PTL,"May 31, 2023",60.95,0.0,10.04,4.38,24.63
308,PUBALIBANK,"Dec 31, 2022",31.5,0.0,27.65,0.21,40.64
308,PUBALIBANK,"Apr 30, 2023",31.5,0.0,27.77,0.19,40.54
308,PUBALIBANK,"May 31, 2023",31.5,0.0,27.78,0.19,40.53
309,PURABIGEN,"Dec 31, 2021",31.57,0.0,9.54,0.0,58.89
309,PURABIGEN,"Apr 30, 2023",31.58,0.0,23.92,0.01,44.49
309,PURABIGEN,"May 31, 2023",31.58,0.0,27.45,0.0,40.97
310,QUASEMIND,"Jun 30, 2022",30.0,0.0,16.96,0.0,53.04
310,QUASEMIND,"Apr 30, 2023",30.0,0.0,13.94,0.0,56.06
310,QUASEMIND,"May 31, 2023",30.0,0.0,14.0,0.0,56.0
311,QUEENSOUTH,"Jun 30, 2022",53.23,0.0,14.53,1.57,30.67
311,QUEENSOUTH,"Apr 30, 2023",53.23,0.0,6.83,1.58,38.36
311,QUEENSOUTH,"May 31, 2023",53.23,0.0,7.93,1.58,37.26
312,RAHIMAFOOD,"Jun 30, 2022",37.38,0.0,13.19,4.99,44.44
312,RAHIMAFOOD,"Apr 30, 2023",37.38,0.0,10.88,4.99,46.75
312,RAHIMAFOOD,"May 31, 2023",37.38,0.0,10.88,4.99,46.75
313,RAHIMTEXT,"Jun 30, 2022",70.94,0.0,5.98,0.0,23.08
313,RAHIMTEXT,"Apr 30, 2023",70.94,0.0,7.52,0.0,21.54
313,RAHIMTEXT,"May 31, 2023",70.94,0.0,7.49,0.0,21.57
314,RAKCERAMIC,"Dec 31, 2022",72.08,0.0,16.28,0.0,11.64
314,RAKCERAMIC,"Apr 30, 2023",72.08,0.0,16.3,0.0,11.62
314,RAKCERAMIC,"May 31, 2023",72.08,0.0,16.31,0.0,11.61
315,RANFOUNDRY,"Jun 30, 2022",49.89,0.0,16.62,0.0,33.49
315,RANFOUNDRY,"Apr 30, 2023",49.89,0.0,16.71,0.0,33.4
315,RANFOUNDRY,"May 31, 2023",49.89,0.0,16.72,0.0,33.39
316,RDFOOD,"Jun 30, 2022",36.19,0.0,19.66,0.0,44.15
316,RDFOOD,"Apr 30, 2023",37.51,0.0,17.26,0.0,45.23
316,RDFOOD,"May 31, 2023",37.51,0.0,16.27,0.0,46.22
317,RECKITTBEN,"Dec 31, 2022",82.96,3.77,4.49,2.82,5.96
317,RECKITTBEN,"Apr 30, 2023",82.96,3.78,4.52,2.78,5.96
317,RECKITTBEN,"May 31, 2023",82.96,3.78,4.54,2.78,5.94
318,REGENTTEX,"Jun 30, 2021",54.55,0.0,6.0,0.0,39.45
318,REGENTTEX,"Jul 31, 2022",54.55,0.0,4.69,0.0,40.76
318,REGENTTEX,"May 31, 2023",54.55,0.0,4.61,0.0,40.84
319,RELIANCE1,"Jun 30, 2022",20.0,0.0,35.47,0.0,44.53
319,RELIANCE1,"Apr 30, 2023",20.0,0.0,36.74,0.0,43.26
319,RELIANCE1,"May 31, 2023",20.0,0.0,37.24,0.0,42.76
320,RELIANCINS,"Dec 31, 2022",64.24,0.0,1.71,0.0,34.05
320,RELIANCINS,"Apr 30, 2023",64.24,0.0,2.46,0.0,33.3
320,RELIANCINS,"May 31, 2023",64.24,0.0,2.46,0.0,33.3
321,RENATA,"Jun 30, 2022",51.29,0.0,19.39,22.91,6.41
321,RENATA,"Apr 30, 2023",51.29,0.0,19.42,22.73,6.56
321,RENATA,"May 31, 2023",51.29,0.0,19.43,22.72,6.56
322,RENWICKJA,"Jun 30, 2022",0.0,51.0,21.43,0.0,27.57
322,RENWICKJA,"Apr 30, 2023",0.0,51.0,21.39,0.0,27.61
322,RENWICKJA,"May 31, 2023",0.0,51.0,21.25,0.0,27.75
323,REPUBLIC,"Dec 31, 2021",31.67,0.0,17.74,0.0,50.59
323,REPUBLIC,"Apr 30, 2023",38.31,0.0,16.95,0.0,44.74
323,REPUBLIC,"May 31, 2023",38.31,0.0,17.56,0.0,44.13
324,RINGSHINE,"Jun 30, 2019",0.0,0.0,0.0,0.0,0.0
324,RINGSHINE,"Mar 31, 2023",21.32,0.0,11.07,6.79,60.82
324,RINGSHINE,"Apr 30, 2023",21.32,0.0,11.07,6.79,60.82
325,RNSPIN,"Jun 30, 2022",30.0,0.0,11.03,0.04,58.93
325,RNSPIN,"Apr 30, 2023",30.0,0.0,10.82,0.04,59.14
325,RNSPIN,"May 31, 2023",30.0,0.0,10.83,0.04,59.13
326,ROBI,"Dec 31, 2022",90.0,0.0,1.66,0.0,8.34
326,ROBI,"Apr 30, 2023",90.0,0.0,1.65,0.0,8.35
326,ROBI,"May 31, 2023",90.0,0.0,1.65,0.0,8.35
327,RSRMSTEEL,"Jun 30, 2021",47.03,0.0,18.52,0.0,34.45
327,RSRMSTEEL,"Apr 30, 2023",29.93,0.0,33.63,0.0,36.44
327,RSRMSTEEL,"May 31, 2023",29.93,0.0,35.16,0.0,34.91
328,RUNNERAUTO,"Jun 30, 2022",41.23,0.0,35.56,0.0,23.21
328,RUNNERAUTO,"Apr 30, 2023",41.23,0.0,35.44,0.0,23.33
328,RUNNERAUTO,"May 31, 2023",41.23,0.0,35.45,0.0,23.32
329,RUPALIBANK,"Dec 31, 2021",0.0,90.19,4.38,0.0,5.43
329,RUPALIBANK,"Apr 30, 2023",0.0,90.19,4.54,0.0,5.27
329,RUPALIBANK,"May 31, 2023",0.0,90.19,4.54,0.0,5.27
330,RUPALIINS,"Dec 31, 2021",46.25,0.0,10.78,0.0,42.97
330,RUPALIINS,"Apr 30, 2023",46.47,0.0,13.52,0.0,40.01
330,RUPALIINS,"May 31, 2023",46.47,0.0,13.93,0.0,39.6
331,RUPALILIFE,"Dec 31, 2021",32.07,0.0,9.63,0.0,58.3
331,RUPALILIFE,"Mar 31, 2023",32.07,0.0,24.4,0.0,43.53
331,RUPALILIFE,"Apr 30, 2023",32.07,0.0,26.55,0.0,41.38
332,SAFKOSPINN,"Jun 30, 2022",30.0,0.0,13.71,0.0,56.29
332,SAFKOSPINN,"Apr 30, 2023",30.0,0.0,3.7,0.0,66.3
332,SAFKOSPINN,"May 31, 2023",30.0,0.0,3.4,0.0,66.6
333,SAIFPOWER,"Jun 30, 2022",40.06,0.0,17.9,0.0,42.04
333,SAIFPOWER,"Apr 30, 2023",40.06,0.0,17.75,0.0,42.19
333,SAIFPOWER,"May 31, 2023",40.06,0.0,17.68,0.0,42.26
334,SAIHAMCOT,"Jun 30, 2022",42.4,0.0,14.09,0.0,43.51
334,SAIHAMCOT,"Apr 30, 2023",42.4,0.0,10.78,0.0,46.82
334,SAIHAMCOT,"May 31, 2023",42.4,0.0,10.95,0.0,46.65
335,SAIHAMTEX,"Jun 30, 2022",33.7,0.0,21.04,0.0,45.26
335,SAIHAMTEX,"Apr 30, 2023",34.2,0.0,14.95,0.0,50.85
335,SAIHAMTEX,"May 31, 2023",34.2,0.0,15.53,0.0,50.27
336,SALAMCRST,"Jun 30, 2022",53.07,0.0,30.25,0.0,16.68
336,SALAMCRST,"Apr 30, 2023",48.5,0.0,34.06,0.0,17.44
336,SALAMCRST,"May 31, 2023",48.5,0.0,34.06,0.0,17.44
337,SALVOCHEM,"Jun 30, 2022",25.18,0.0,13.06,0.0,61.76
337,SALVOCHEM,"Apr 30, 2023",25.18,0.0,9.75,0.0,65.07
337,SALVOCHEM,"May 31, 2023",25.18,0.0,9.83,0.0,64.99
338,SAMATALETH,"Jun 30, 2022",33.88,0.0,4.24,0.0,61.88
338,SAMATALETH,"Apr 30, 2023",33.88,0.0,4.24,0.0,61.88
338,SAMATALETH,"May 31, 2023",33.88,0.0,4.22,0.0,61.9
339,SAMORITA,"Jun 30, 2022",45.64,0.0,6.3,0.01,48.05
339,SAMORITA,"Apr 30, 2023",45.64,0.0,11.18,0.01,43.17
339,SAMORITA,"May 31, 2023",45.64,0.0,10.09,0.01,44.26
340,SANDHANINS,"Dec 31, 2021",31.45,0.0,10.33,0.0,58.22
340,SANDHANINS,"Apr 30, 2023",31.45,0.0,13.96,0.0,54.59
340,SANDHANINS,"May 31, 2023",31.45,0.0,18.44,0.0,50.11
341,SAPORTL,"Jun 30, 2022",59.0,0.0,13.82,3.85,23.33
341,SAPORTL,"Apr 30, 2023",59.0,0.0,14.05,3.78,23.17
341,SAPORTL,"May 31, 2023",59.0,0.0,13.92,3.95,23.13
342,SAVAREFR,"Jun 30, 2022",50.68,0.0,7.18,0.0,42.14
342,SAVAREFR,"Apr 30, 2023",50.68,0.0,7.18,0.0,42.14
342,SAVAREFR,"May 31, 2023",50.68,0.0,7.18,0.0,42.14
343,SBACBANK,"Dec 31, 2021",73.48,0.0,11.64,0.0,14.88
343,SBACBANK,"Apr 30, 2023",75.51,0.0,9.31,0.0,15.18
343,SBACBANK,"May 31, 2023",75.51,0.0,9.31,0.0,15.18
344,SEAPEARL,"Jun 30, 2022",46.83,0.0,26.64,0.0,26.53
344,SEAPEARL,"Apr 30, 2023",46.83,0.0,25.91,0.0,27.26
